93  94	42
114	62	102
135	42	29
88	200	42
240	100	170
73	38	13
86	150	20
246	42	48
114	82	46
132	128	33
10	24	59
64	186	22
36	80	45
25	53	56
186	68	61
57	146	37
89	112	124
33	20	65
276	72	66
87	124	168
74	96	18
118	63	64
100	65	156
81	35	20
154	84	33
22	90	162
41	186	97
188	136	174
198	76	24
37	122	53
98	98	142
26	116	142
62	98	76
200	52	32
288	74	16
68	10	30
24	71	38
87	27	52
86	164	55
44	176	58
78	12	69
22	192	26
71	85	44
108	43	166
146	20	86
200	80	64
216	52	87
52	68	19
140	49	82
152	168	92
108	45	74
82	79	92
16	65	72
128	66	19
39	112	38
276	200	23
51	150	32
190	29	148
90	124	45
240	100	124
32	70	23
68	55	126
81	81	160
243	53	52
81	42	86
85	82	51
71	28	114
55	82	50
154	66	32
159	34	140
170	88	42
42	90	188
18	17	168
76	162	70
104	190	54
86	166	81
56	57	15
49	82	55
120	52	156
72	88	150
81	44	200
22	60	164
210	180	64
57	54	98
83	34	64
66	84	49
108	48	76
189	92	12
153	72	92
200	26	62
178	38	99
96	71	84
102	94	46
69	55	182
123	50	12
14	126	43
85	84	40
72	132	38
64	90	68
153	146	97
176	144	130
70	26	28
24	116	75
252	198	184
172	80	68
69	27	134
78	78	68
249	114	54
96	70	34
194	78	60
24	34	24
255	176	160
86	51	190
114	86	97
40	99	98
49	194	72
130	63	74
134	94	114
54	92	64
147	88	122
91	86	48
39	56	81
192	76	31
219	23	27
86	67	162
111	37	27
100	16	45
62	14	56
188	53	84
138	68	54
94	72	59
79	66	93
66	164	58
98	61	57
75	58	68
73	71	24
104	72	23
93	114	26
13	130	108
79	28	32
70	158	91
94	25	192
160	68	65
273	70	30
50	36	78
35	122	58
90	25	58
140	43	60
11	71	87
61	70	23
158	26	67
84	22	136
61	31	15
81	176	22
291	30	170
81	96	88
27	35	73
216	54	67
37	56	70
135	34	198
42	96	44
252	120	146
46	34	72
117	73	48
222	19	67
204	85	99
132	11	15
60	174	11
92	44	86
64	138	88
102	72	64
64	32	72
117	71	176
228	36	32
56	97	71
66	25	136
98	22	78
186	31	136
138	176	37
63	66	96
96	66	120
276	60	46
69	100	188
53	90	46
138	35	55
195	66	64
74	53	53
13	79	38
14	150	73
180	158	52
53	70	42
84	33	82
176	46	98
165	116	40
45	154	25
51	38	60
44	63	48
180	56	154
29	60	91
48	58	118
42	196	164
153	196	45
186	96	44
48	90	46
147	36	66
58	69	154
255	29	64
34	22	29
83	29	48
78	186	33
110	44	154
20	194	32
219	74	80
116	112	24
56	150	37
156	34	166
114	156	196
94	120	48
82	75	53
38	52	104
69	194	95
219	196	47
234	152	26
12	10	166
140	142	120
210	50	86
21	192	53
54	66	64
222	46	75
146	73	48
83	97	42
162	126	60
26	114	14
76	148	34
34	132	26
156	184	61
114	45	98
258	118	56
88	82	42
81	80	88
144	74	86
78	72	64
162	132	68
94	104	30
279	60	82
110	58	68
67	53	22
129	91	30
164	68	59
58	12	12
84	28	82
71	68	97
162	19	158
84	32	87
279	114	37
74	74	30
111	114	102
36	20	72
72	106	200
72	134	35
94	21	180
33	35	39
99	36	154
52	77	148
22	114	10
42	93	180
82	14	72
170	31	30
100	86	11
67	10	19
22	30	92
186	55	55
138	39	33
47	136	90
165	39	20
85	95	85
136	29	21
69	138	39
195	89	148
29	182	150
26	92	46
55	57	138
20	194	200
156	138	21
172	164	40
279	170	94
144	124	30
240	30	148
30	70	46
53	46	53
171	32	91
140	93	142
35	92	84
141	89	20
84	132	154
58	162	31
48	156	72
74	27	88
73	56	84
94	13	42
146	91	58
152	74	91
52	90	92
73	81	46
36	68	68
246	43	36
219	112	64
126	28	168
261	100	160
24	20	26
20	55	81
69	100	168
25	30	62
42	13	43
50	88	100
172	23	40
46	18	61
69	49	50
94	80	23
96	106	17
13	80	136
48	66	104
82	14	26
84	60	22
25	46	87
56	174	14
192	56	25
108	40	44
165	41	50
111	19	54
228	74	30
21	89	160
78	38	50
47	166	29
162	17	172
134	140	72
140	82	19
91	198	45
111	106	116
228	182	42
183	180	146
249	152	80
32	146	150
90	76	86
192	79	74
17	18	49
94	55	65
190	21	25
57	58	89
80	78	172
270	53	112
93	53	65
49	63	49
82	124	186
132	85	56
70	14	87
264	78	138
57	64	24
15	92	73
45	34	85
32	90	108
48	56	54
27	17	196
300	150	10
186	108	32
78	41	26
207	32	28
291	85	48
98	93	51
153	28	46
162	100	70
147	118	196
92	46	37
80	186	75
87	164	30
66	68	128
288	58	122
24	79	188
192	104	26
153	186	194
294	86	78
63	21	64
156	64	136
78	50	82
252	73	98
40	54	148
57	64	68
44	156	32
37	43	73
42	44	168
60	24	144
52	190	21
44	180	11
66	42	63
165	90	192
222	92	71
64	104	52
80	28	84
144	86	25
74	152	102
63	86	20
69	36	72
222	92	31
33	91	74
72	172	80
92	64	138
88	21	17
91	94	12
188	19	60
70	138	94
105	85	81
32	28	18
17	80	26
140	28	64
95	44	26
19	60	26
44	178	90
166	132	53
42	46	148
40	70	182
24	39	79
174	118	18
44	98	50
156	34	86
22	58	58
171	176	82
273	68	97
70	116	32
56	194	120
126	78	74
102	72	92
66	192	112
178	42	66
28	18	78
60	18	82
29	162	32
87	32	154
30	92	80
99	34	31
46	144	91
35	53	156
170	19	48
42	27	22
84	46	45
102	178	90
22	26	65
64	126	34
106	104	59
20	34	25
36	49	190
60	96	30
68	21	78
77	156	86
98	13	124
16	178	14
51	162	34
96	36	83
30	102	64
70	82	74
81	24	73
30	96	130
20	92	55
189	86	69
153	96	156
32	91	162
54	130	200
240	194	68
15	40	178
195	35	46
30	92	188
71	51	122
180	34	142
147	94	12
74	192	88
43	50	71
172	55	148
69	33	10
126	51	79
282	186	41
89	30	33
106	30	68
160	28	200
11	62	28
34	89	58
106	34	95
11	172	60
118	56	58
255	108	102
76	51	11
225	60	20
104	36	196
171	88	34
51	36	76
87	112	34
92	140	114
66	152	94
138	69	72
182	57	72
24	82	30
171	92	86
100	50	46
158	73	28
61	11	32
29	146	96
28	106	50
73	98	70
91	92	54
100	112	148
29	138	92
24	56	36
219	72	54
39	88	28
84	200	88
132	54	180
20	39	65
66	98	18
204	116	32
176	100	128
166	59	59
75	44	90
90	116	166
10	31	88
15	122	24
105	50	72
44	41	68
29	50	156
90	24	38
190	71	65
294	24	80
38	42	70
100	30	154
67	84	200
71	47	190
84	55	194
18	14	178
64	10	164
11	52	108
112	154	75
186	14	184
57	128	102
46	25	30
134	128	21
78	28	16
33	98	41
17	94	134
192	146	136
207	54	42
168	182	196
45	57	78
144	86	90
85	152	32
50	27	24
153	142	74
66	56	102
111	18	12
23	67	168
234	53	84
270	73	92
288	52	22
132	80	48
144	71	124
78	66	58
100	22	14
95	64	100
82	95	52
180	33	51
204	39	83
186	174	77
132	64	88
94	148	27
90	45	45
135	62	138
132	76	14
66	21	47
67	58	98
207	20	70
152	94	160
270	18	142
59	44	192
82	194	198
60	58	50
94	64	62
70	75	86
186	40	73
183	62	19
204	106	26
134	114	176
15	98	78
267	57	55
168	40	32
76	198	122
45	34	22
110	54	104
84	194	49
44	97	77
120	34	72
225	34	21
43	57	60
48	124	61
189	166	39
36	90	20
165	68	26
174	39	166
104	93	85
138	116	46
112	93	76
279	10	82
120	87	90
12	48	126
90	65	37
164	194	120
82	84	30
100	50	130
28	50	10
228	89	28
44	51	64
12	34	90
11	56	140
186	74	82
138	90	72
130	144	66
84	34	12
165	84	77
294	72	184
204	70	60
258	55	32
136	73	13
204	40	98
246	18	82
252	24	28
156	34	170
42	200	56
12	81	58
216	27	160
73	162	26
44	116	90
54	48	75
73	76	94
30	61	198
87	77	14
255	49	69
66	52	54
154	50	108
44	19	56
33	51	71
39	33	142
141	89	60
106	53	76
100	74	36
126	95	13
74	58	20
32	71	37
10	200	56
87	178	78
200	46	94
76	60	156
134	164	56
168	36	94
84	29	64
66	62	43
45	47	44
195	80	73
144	51	69
189	72	22
67	47	82
15	98	40
136	112	190
135	47	61
134	56	120
76	30	44
180	164	60
32	19	74
72	37	72
28	44	17
225	40	164
30	63	93
77	86	66
142	58	23
55	79	26
150	44	25
45	70	33
25	27	25
249	94	45
162	28	56
138	92	196
38	62	20
96	172	100
100	78	18
120	88	46
56	98	90
57	170	128
194	88	96
76	62	82
189	46	52
153	156	80
297	56	75
178	196	63
172	76	122
88	25	87
154	188	18
176	98	72
19	34	110
46	144	71
39	61	24
201	29	99
246	128	26
77	52	200
282	30	112
48	58	112
34	11	97
194	34	69
41	70	192
46	142	60
55	170	44
114	91	132
210	160	162
54	194	56
70	166	124
98	64	39
60	132	194
98	69	69
210	99	74
198	53	80
54	39	130
54	68	116
124	28	98
279	178	94
70	45	132
30	57	80
74	104	61
99	162	65
36	52	63
178	26	37
73	38	47
246	190	90
11	47	77
90	190	94
294	70	18
100	94	65
35	97	78
78	65	46
118	110	27
70	63	24
91	48	16
97	14	19
41	53	156
194	80	51
102	99	164
90	61	61
174	93	18
213	70	68
46	70	78
10	25	75
42	176	60
51	174	47
116	46	36
72	114	32
17	72	56
150	33	78
56	194	62
22	98	96
99	108	132
96	65	74
96	23	80
156	120	26
237	112	46
21	30	148
108	138	182
44	92	61
213	68	38
174	136	41
15	20	106
42	25	36
150	100	12
108	150	54
116	75	42
110	66	75
102	100	128
30	124	170
47	46	134
93	37	80
41	75	92
81	90	166
32	40	71
110	54	90
86	39	176
183	79	20
165	89	56
20	136	91
80	98	10
300	100	82
33	62	86
46	98	21
122	52	85
177	48	19
72	65	200
144	90	118
46	73	97
73	68	98
48	198	164
108	82	138
93	76	92
165	82	70
99	97	96
92	22	33
14	126	66
54	18	172
207	81	28
56	166	68
81	73	40
111	94	128
66	13	20
92	98	138
285	16	83
90	146	99
186	21	21
30	40	55
61	96	124
30	74	70
81	22	67
60	44	23
270	59	140
51	33	50
279	67	60
62	158	182
78	16	46
234	64	130
63	170	126
52	48	158
42	170	114
225	42	12
30	92	19
246	69	69
146	182	15
180	46	30
225	34	46
264	95	70
68	40	29
48	64	114
48	92	90
207	11	88
41	50	71
183	178	24
291	136	61
194	38	35
22	36	164
267	41	37
75	65	19
132	66	83
25	19	91
60	198	158
63	20	158
30	37	192
138	90	79
51	15	98
59	104	58
96	82	196
291	198	93
76	134	41
42	28	81
22	39	39
50	53	18
108	190	59
60	73	186
136	130	30
96	30	18
190	120	164
60	132	82
61	50	38
39	35	26
210	36	65
91	134	34
77	60	16
87	136	160
140	138	80
104	65	46
166	170	86
196	17	79
50	20	30
11	67	67
34	122	34
63	99	12
26	158	164
188	86	84
86	20	86
116	78	64
108	40	60
94	54	42
156	162	10
144	58	58
88	20	52
14	25	44
190	66	48
219	22	98
177	84	33
30	46	78
273	35	58
147	47	72
83	65	106
14	88	40
92	82	21
50	40	68
222	198	26
77	64	184
294	200	166
32	168	38
270	162	19
46	73	58
160	100	98
72	74	124
180	75	162
183	90	87
213	194	80
55	52	20
138	43	17
282	158	80
198	38	83
30	124	164
102	176	94
52	82	100
81	44	100
165	48	196
48	49	94
24	66	69
26	72	188
85	13	63
177	32	71
25	32	75
114	40	20
159	112	144
20	72	56
97	88	196
204	118	80
79	79	48
65	98	162
102	82	32
57	158	78
10	44	32
75	180	156
66	88	82
186	62	25
85	72	91
44	84	102
38	84	36
69	86	52
64	75	78
77	39	62
22	87	73
258	76	194
285	98	39
93	86	98
141	72	60
134	38	108
84	192	114
10	42	76
39	100	96
63	122	46
38	84	26
38	104	69
36	44	53
12	130	30
138	95	36
156	19	106
210	56	20
178	22	81
39	80	122
138	81	196
26	93	44
33	94	85
267	82	180
40	178	90
99	51	44
21	96	60
228	29	50
78	60	106
54	58	200
240	74	192
30	164	93
33	164	138
177	40	79
24	140	92
50	33	150
93	76	75
84	56	88
156	63	80
59	57	47
213	34	59
70	66	162
57	136	62
267	76	100
51	85	86
42	49	174
264	20	156
111	94	20
132	148	58
34	38	27
64	76	88
159	51	96
36	100	30
99	26	94
61	100	25
168	146	68
228	68	86
186	128	30
49	70	88
213	79	19
192	104	22
63	78	140
89	78	144
100	40	150
117	66	200
87	100	172
200	162	68
98	39	120
24	99	114
270	62	58
90	23	92
300	102	76
20	47	92
45	196	95
46	194	68
36	132	32
40	18	94
48	194	15
33	196	50
128	176	148
39	104	59
44	93	116
141	50	91
140	82	27
116	28	160
21	85	118
78	82	16
177	74	92
104	46	80
92	54	110
60	81	74
231	194	54
93	91	108
150	58	96
32	35	13
72	40	63
50	22	188
33	75	70
22	52	146
29	16	136
26	46	150
84	49	56
55	64	53
243	88	33
243	95	36
141	17	136
42	88	22
82	25	130
82	95	48
273	46	136
46	54	53
144	10	34
255	21	16
83	47	70
158	148	91
54	85	82
282	59	54
207	31	68
78	128	27
20	59	136
282	40	72
51	71	28
258	118	84
189	186	100
144	49	146
112	134	13
54	95	196
124	24	140
112	78	22
78	184	48
164	20	50
30	35	154
67	142	158
98	89	32
24	58	26
84	66	138
55	84	17
28	174	21
285	128	95
174	73	136
79	36	42
46	96	156
190	96	168
288	19	22
70	54	90
246	112	76
162	38	44
42	99	29
48	68	75
216	116	38
219	18	134
132	15	83
168	13	40
183	68	94
183	69	35
53	76	168
162	38	42
174	34	94
43	160	40
164	26	194
126	40	126
40	128	67
279	100	26
219	108	15
168	42	94
80	42	30
204	10	178
16	42	96
90	79	94
177	90	67
90	71	23
88	16	82
96	75	100
216	23	85
48	34	63
225	20	90
39	59	198
132	56	146
76	184	70
28	96	16
198	184	62
300	196	56
135	48	27
99	170	38
294	95	84
291	94	28
41	36	182
66	21	68
41	97	61
60	184	90
246	29	144
48	128	19
48	46	114
44	74	154
94	62	190
153	42	17
201	102	38
20	78	68
60	50	86
49	60	22
92	25	99
100	190	99
93	12	96
64	66	93
45	60	24
255	23	134
27	82	94
92	116	78
204	146	47
67	184	23
156	186	130
120	54	33
132	124	110
40	90	38
110	30	72
158	86	162
50	64	110
48	28	79
154	66	100
124	44	52
19	95	90
81	35	92
186	76	69
153	28	98
37	56	51
67	87	154
240	100	19
50	184	29
177	49	56
297	30	168
46	20	83
300	47	152
80	12	30
93	30	178
63	35	49
44	64	122
255	156	10
252	104	98
76	42	99
294	14	22
228	52	28
94	50	78
300	64	190
85	61	14
81	37	32
60	62	130
120	106	61
150	30	27
146	55	39
177	95	58
96	200	182
45	188	48
154	21	152
32	19	44
60	100	78
237	40	44
28	57	112
128	52	126
86	74	47
204	76	42
77	84	38
156	75	66
177	136	55
171	14	106
282	34	15
136	190	98
78	136	27
45	98	66
73	42	76
22	31	200
48	136	54
213	71	136
79	64	174
59	194	136
117	48	90
171	200	198
111	72	51
150	76	116
243	48	33
104	140	21
204	40	66
135	70	150
98	81	84
111	72	32
93	78	118
189	162	32
129	16	22
22	146	70
118	162	78
126	77	86
165	46	46
213	128	44
108	12	23
144	166	38
38	92	20
75	29	158
252	62	180
54	82	128
118	25	19
71	33	40
48	60	27
18	52	59
171	82	69
111	74	89
136	97	182
43	158	80
10	82	75
62	174	112
234	108	82
56	80	138
114	10	27
171	22	26
73	19	44
228	74	62
252	96	84
240	74	36
144	74	96
51	16	82
100	60	85
270	48	72
162	58	30
120	116	50
136	110	36
81	71	52
159	48	108
114	54	116
140	38	54
252	26	126
70	92	198
126	158	150
57	186	71
150	40	32
108	61	162
144	102	32
97	37	92
174	196	200
40	45	162
57	19	80
77	86	192
42	160	158
300	184	172
138	24	116
110	136	168
57	54	112
192	72	66
99	10	83
111	80	16
168	30	38
68	106	35
75	78	73
231	52	72
177	156	54
243	95	56
61	58	43
120	52	22
92	49	60
68	28	75
168	79	66
31	104	126
138	41	188
40	18	164
177	144	54
178	120	80
102	150	38
49	28	38
164	49	16
288	97	154
123	106	98
72	108	23
45	84	63
291	86	37
81	97	15
110	188	21
32	70	160
46	198	24
43	45	88
39	96	27
105	164	38
168	77	84
42	38	100
285	75	34
154	198	60
92	74	49
132	79	58
116	72	45
80	20	68
22	71	170
108	73	106
19	172	184
237	92	56
160	120	63
282	194	64
178	100	63
104	168	136
237	59	78
102	56	40
28	154	91
80	27	34
182	62	90
57	79	88
70	194	53
174	84	14
110	156	88
99	79	70
116	70	19
132	71	66
12	18	48
96	77	56
12	88	140
36	49	194
237	50	39
150	168	92
228	15	61
54	148	176
148	100	43
68	91	60
300	59	80
81	100	21
177	124	156
39	16	47
132	108	64
84	44	19
41	42	60
147	148	82
276	95	92
13	30	66
105	42	39
48	36	146
44	56	20
176	38	55
100	97	43
39	56	146
51	150	80
180	86	116
86	176	16
142	84	74
63	41	27
258	23	64
186	36	84
54	42	108
186	23	97
63	34	110
70	182	75
158	26	21
188	26	51
129	124	30
33	90	102
53	42	98
138	60	76
58	27	95
33	19	56
70	102	79
20	56	86
225	44	49
122	36	42
102	69	36
207	54	28
18	100	89
83	92	61
237	100	15
196	42	72
177	92	49
84	52	72
48	86	91
63	62	190
45	182	118
270	35	48
162	40	36
276	158	28
96	130	128
150	77	34
134	194	99
77	90	62
170	56	20
159	86	26
27	81	88
213	48	146
90	90	198
38	60	42
48	88	136
140	78	100
42	190	82
190	138	81
105	188	74
200	116	13
136	51	152
20	112	192
189	28	88
192	32	50
198	16	91
285	84	78
124	158	51
54	98	198
19	88	41
144	150	59
150	34	52
158	79	28
82	196	54
81	100	20
55	38	76
84	87	89
80	158	150
276	92	200
147	41	50
57	150	120
72	114	71
114	56	48
249	26	82
123	81	39
198	28	74
300	102	186
29	170	46
198	77	184
51	128	178
36	23	96
294	41	40
85	74	34
124	74	134
69	104	28
258	12	49
50	62	86
63	55	108
27	86	92
288	72	174
26	114	136
108	42	92
42	150	69
66	61	61
92	51	34
98	70	13
170	22	142
68	82	66
255	78	15
94	112	15
23	20	99
16	146	90
63	188	100
108	86	37
297	32	96
14	124	18
84	99	99
82	116	108
174	38	53
68	194	63
41	70	192
33	76	184
160	48	91
225	61	69
40	160	106
252	56	130
270	20	34
128	76	87
23	150	14
117	31	94
64	76	21
81	40	96
124	43	44
55	164	78
146	48	99
132	27	27
80	65	120
102	196	63
27	116	188
30	40	160
28	24	62
216	47	126
78	182	25
40	92	96
36	68	94
114	64	44
65	89	40
21	172	34
52	68	178
19	76	28
13	32	106
162	35	26
62	42	168
114	82	180
58	62	126
86	62	26
102	39	92
39	94	114
117	192	116
159	120	28
200	96	24
32	40	49
82	92	59
159	89	164
32	89	97
156	78	10
117	98	31
261	98	176
89	182	36
33	116	84
13	36	71
59	112	93
38	64	182
160	33	116
174	31	76
63	29	40
51	73	24
53	58	23
81	150	11
60	55	35
141	18	184
129	56	71
48	19	49
100	132	116
82	97	122
154	45	194
252	172	61
22	188	22
99	182	144
32	96	48
83	34	42
90	33	74
28	84	198
41	99	90
10	46	18
31	82	82
86	18	30
135	61	160
30	128	78
124	72	60
44	33	55
100	70	40
184	188	17
68	56	62
67	66	25
110	60	67
158	52	188
87	144	39
58	38	12
84	32	56
219	79	156
53	26	138
69	96	62
194	190	35
178	90	164
60	45	152
75	31	82
213	95	66
231	62	74
60	200	196
96	86	138
92	11	30
270	77	23
117	27	176
219	48	182
35	29	136
47	47	108
46	152	78
141	85	136
45	67	160
67	154	200
62	44	92
270	43	136
246	96	88
17	100	50
213	24	84
50	12	57
53	122	94
19	28	66
62	86	50
120	132	98
207	102	172
279	41	41
52	97	28
83	42	20
38	36	52
66	54	23
35	140	18
100	78	10
13	39	178
216	54	98
87	50	38
156	192	41
129	74	30
177	63	198
78	34	12
291	124	43
122	194	52
294	192	50
80	150	56
81	186	192
93	66	83
42	62	10
55	28	56
32	28	190
80	56	29
159	162	76
150	100	100
60	96	71
270	72	158
85	146	108
150	34	81
77	56	88
40	170	168
102	32	74
180	146	96
198	190	81
13	112	94
81	92	30
108	102	46
52	136	114
225	90	71
192	71	170
72	49	132
164	188	42
300	112	182
50	50	22
75	96	97
54	162	92
192	122	156
48	168	23
120	86	32
36	16	81
267	59	82
123	68	39
76	47	130
219	194	46
30	72	50
51	96	24
110	59	120
170	55	47
55	64	106
42	112	26
246	58	18
87	22	84
165	154	40
24	80	104
273	17	180
198	108	89
90	33	65
21	57	72
95	196	130
86	158	72
60	92	178
83	34	41
93	150	62
273	31	70
68	88	150
62	168	76
12	90	56
168	69	52
36	32	20
47	15	20
44	50	114
16	52	138
174	76	176
90	20	42
164	41	97
54	88	64
138	184	56
50	22	13
92	94	12
40	69	67
33	68	63
153	43	138
96	110	27
261	124	52
35	58	73
94	180	44
32	116	106
26	52	116
294	89	32
114	198	168
141	28	26
120	86	160
62	36	42
75	104	22
156	73	86
116	20	15
39	25	58
35	196	42
186	184	96
10	24	100
194	66	26
106	28	192
72	156	140
69	38	184
57	11	16
158	80	29
39	164	99
56	33	31
84	62	194
219	88	58
68	79	67
51	99	88
156	168	89
69	78	190
83	84	120
40	178	198
92	97	93
73	88	15
37	176	24
183	76	182
200	56	66
123	21	56
68	130	17
116	194	100
219	14	95
42	96	20
96	76	180
142	178	54
294	65	65
216	110	156
82	100	156
136	31	14
34	89	15
291	94	15
30	98	39
95	35	60
112	190	164
201	106	64
48	54	64
141	60	78
276	68	26
81	150	112
13	46	61
19	47	97
300	28	75
54	90	12
42	10	38
192	79	36
49	32	104
192	96	24
30	70	174
138	44	15
44	158	38
75	71	80
140	16	88
33	90	20
68	73	94
58	75	90
72	61	45
27	118	60
31	59	142
78	46	59
78	190	50
288	23	196
91	96	40
53	68	94
120	58	102
36	66	47
24	102	60
102	94	45
33	52	11
81	94	164
255	69	12
56	97	91
170	11	79
120	93	47
63	47	51
192	13	124
58	114	64
39	72	102
80	162	33
39	76	99
98	80	62
78	76	53
171	30	142
106	168	22
73	49	53
246	56	61
40	23	64
54	48	102
156	98	92
38	85	140
68	46	80
106	190	13
80	80	54
111	39	46
171	46	124
72	20	64
62	168	70
124	72	46
11	46	132
88	86	106
94	36	198
110	87	88
39	28	134
162	62	126
184	17	28
55	70	62
89	52	90
78	34	102
162	24	91
126	25	60
23	116	51
54	186	83
36	62	99
194	100	30
294	116	188
66	22	41
120	43	64
178	118	93
66	84	90
176	68	48
14	20	64
213	136	76
99	58	56
116	61	93
41	54	136
273	86	52
198	44	126
182	58	146
92	178	104
38	37	82
33	37	100
76	28	64
222	41	12
82	48	128
160	54	31
19	22	120
56	32	148
93	42	128
164	52	90
156	66	190
19	83	126
60	19	47
32	41	95
231	64	88
22	98	65
177	186	81
96	47	106
70	120	86
42	30	148
134	63	55
81	62	27
249	61	61
102	56	31
165	92	40
138	27	92
90	32	29
50	64	116
192	40	56
213	15	182
108	95	31
57	106	93
138	11	81
237	76	74
14	46	30
172	58	92
168	12	80
198	92	154
243	13	61
184	126	128
180	60	88
196	52	17
60	116	42
300	32	54
44	146	99
32	166	64
75	10	94
14	91	14
87	24	152
128	24	89
23	49	48
36	164	59
65	190	25
57	93	136
114	88	85
176	60	78
100	91	104
180	102	114
76	12	12
35	60	84
63	77	122
31	168	94
33	71	44
120	140	164
82	62	194
99	168	48
162	90	146
18	64	116
78	85	57
258	48	70
64	178	48
87	162	72
19	91	190
152	178	87
99	81	22
261	38	21
90	27	98
192	39	75
56	14	69
82	188	14
39	114	96
94	44	38
174	54	53
94	152	27
25	95	150
74	174	95
255	56	79
28	48	41
180	51	20
182	12	77
90	50	22
66	122	162
100	14	41
39	16	35
249	38	78
92	106	156
80	106	156
84	44	89
86	32	140
30	80	162
114	96	88
144	158	116
51	22	124
112	168	100
21	40	170
177	88	46
35	142	40
153	75	25
99	17	61
123	188	85
279	65	30
261	120	62
88	92	79
111	39	182
213	61	92
83	18	150
94	186	56
63	50	21
120	144	36
14	184	98
84	75	74
73	52	50
50	46	70
213	36	48
20	26	168
48	94	134
93	70	130
33	40	34
120	72	104
225	67	80
45	61	28
184	70	52
58	56	27
78	79	196
40	92	140
190	60	37
129	99	132
117	122	83
99	55	86
93	48	73
79	87	176
88	84	56
164	160	64
86	55	30
63	29	170
276	79	60
54	76	47
39	63	180
23	66	48
71	12	124
64	110	39
120	37	22
25	63	63
273	56	116
41	128	72
222	62	48
31	51	67
154	22	91
144	126	132
30	79	168
118	104	180
45	24	170
42	98	182
120	28	66
99	88	160
80	162	104
88	128	74
46	24	83
261	44	130
168	83	64
80	50	90
148	63	194
94	82	69
20	36	92
144	154	170
108	86	93
195	80	162
192	38	74
182	81	148
20	26	73
30	52	27
192	90	14
90	93	22
60	83	58
170	88	42
19	74	102
252	140	23
91	89	89
160	75	77
13	136	57
82	59	69
273	48	142
52	21	196
85	90	30
171	26	98
165	18	100
152	74	46
174	13	33
42	80	32
168	76	64
61	18	198
110	140	10
57	96	63
156	39	82
37	70	168
92	29	50
195	96	62
146	31	17
82	74	69
44	61	39
112	46	58
84	88	46
172	110	170
92	154	196
213	56	83
13	198	40
72	66	30
165	96	146
37	134	50
14	30	90
38	73	30
288	118	13
61	50	128
45	100	86
27	36	104
78	83	20
70	52	58
97	36	14
84	126	58
189	186	13
98	57	102
81	38	140
153	51	192
29	29	48
182	28	34
234	130	50
26	67	152
40	22	31
92	36	162
45	58	120
88	25	51
54	42	140
194	98	50
102	34	146
237	43	196
85	48	30
50	65	166
158	17	96
156	134	98
99	62	45
46	196	44
12	50	176
98	52	86
94	90	15
90	72	65
77	11	136
200	68	66
63	55	200
31	32	21
135	83	98
70	51	28
42	76	57
192	60	78
182	98	178
112	18	56
146	29	84
156	64	20
59	97	16
46	84	80
58	37	38
93	22	198
168	60	18
26	118	15
190	114	186
54	176	97
64	26	32
92	38	23
17	56	55
45	89	170
60	42	14
82	178	112
96	82	42
146	162	74
72	124	116
164	39	32
246	39	80
130	144	148
240	88	30
76	156	77
25	12	178
174	114	134
144	81	124
31	196	34
66	94	172
273	38	144
100	72	32
32	88	186
79	32	146
100	154	174
150	52	164
140	84	122
58	64	154
108	48	98
11	23	92
186	97	172
90	40	86
186	190	134
138	31	24
228	146	97
94	67	70
60	61	14
76	96	88
150	26	90
75	82	41
255	80	84
62	15	95
261	50	28
110	146	57
240	45	138
279	99	120
279	152	92
30	110	120
40	30	96
80	58	186
73	60	140
34	180	95
162	176	200
114	66	41
89	174	54
216	13	32
108	20	150
64	78	156
291	51	52
258	11	74
24	41	15
56	11	178
195	94	97
24	92	66
300	28	150
21	198	32
68	100	56
102	71	180
36	28	118
14	84	94
219	68	100
39	156	23
47	82	85
85	138	37
58	91	40
60	184	64
69	160	68
182	52	45
156	194	67
261	188	148
66	86	17
21	56	186
55	33	58
89	21	70
79	148	94
156	108	87
77	84	26
92	130	68
154	140	42
30	60	68
134	144	88
158	67	13
86	62	32
40	74	134
231	174	18
48	62	78
118	116	142
194	35	15
255	29	16
37	14	88
192	79	38
32	92	62
108	37	172
294	72	130
68	98	84
108	76	36
44	190	102
47	96	136
72	192	32
44	12	44
72	86	64
228	160	14
186	39	74
140	132	66
52	64	77
240	47	80
81	85	144
94	108	92
84	46	88
204	96	162
146	43	42
20	89	86
171	140	67
159	70	160
90	93	50
219	66	40
53	83	194
42	106	85
222	84	170
172	85	96
76	100	22
124	59	33
59	84	146
166	122	156
100	94	38
114	136	24
188	40	58
135	66	56
56	41	86
182	24	80
68	18	94
192	49	52
118	84	14
237	24	84
54	56	32
102	83	46
200	22	84
39	72	36
12	102	20
88	49	120
188	35	71
48	110	38
48	30	24
86	40	138
138	97	72
68	17	72
114	130	49
99	200	150
27	44	23
261	13	94
64	95	150
126	42	86
102	98	142
264	42	93
198	60	72
32	90	49
40	26	54
288	22	46
90	182	120
86	51	146
42	88	58
132	45	33
51	24	29
52	26	69
13	28	94
78	20	88
57	76	87
118	94	27
112	63	100
99	48	188
117	92	70
43	88	68
23	80	144
44	30	126
42	54	150
249	112	22
252	198	74
92	196	94
75	27	27
63	150	25
110	174	28
111	33	102
132	86	160
15	63	136
22	79	86
76	17	124
84	90	20
34	45	20
99	194	180
180	188	140
58	23	108
273	31	80
78	54	162
30	134	88
222	14	56
